subject,window,window_index,window_sec,status,status_name,phase,t_start_sec,t_end_sec,major_ratio,subject_total_duration_sec,task4_duration_sec,n_ibi,ibi_pass_ratio,valid_ibi_count,ibi_mean_sec,ibi_std_sec,RMSSD,SDNN,LF,HF,LF_HF
subject_20,window34,34,60,0,normal,Rest6,2026.1875,2086.1875,1.0,2146.1875,226.1875,45,1.0,45,0.9204861111111111,0.08187673756520217,0.07074519639169857,0.08187673756520217,0.002344823162359428,0.0007005806965802965,3.3469708397691744
subject_20,window35,35,60,0,normal,Rest6,2086.1875,2146.1875,1.0,2146.1875,226.1875,26,1.0,26,0.9314903846153846,0.06068223827579009,0.05970304117044625,0.06068223827579009,0.00038672466008992106,0.0003875641774103171,0.9978338624431039
subject_21,window1,1,60,0,normal,Rest1,0.0,60.0,1.0,2171.28125,251.28125,4,1.0,4,0.828125,0.024705294220065465,0.038273277230987154,0.024705294220065465,0.0,3.519676855137619e-06,0.0
subject_21,window2,2,60,0,normal,Rest1,60.0,120.0,1.0,2171.28125,251.28125,13,1.0,12,0.7604166666666666,0.07055321450075035,0.10015967365797838,0.07055321450075035,9.247602421109992e-05,1.8728567896751652e-05,4.937698638833954
subject_21,window3,3,60,0,normal,Rest1,120.0,180.0,1.0,2171.28125,251.28125,47,1.0,47,0.8191489361702128,0.03713596029107914,0.04532069828383917,0.03713596029107914,0.0007912248752624633,0.00031362674983310615,2.522823310459031
subject_21,window4,4,60,1,stress,Task1,180.0,240.0,1.0,2171.28125,251.28125,2,1.0,0,,,,,,,
subject_21,window5,5,60,1,stress,Task1,240.0,300.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window6,6,60,1,stress,Task1,300.0,360.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window7,7,60,1,stress,Task1,360.0,420.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window8,8,60,1,stress,Task1,420.0,480.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window9,9,60,1,stress,Task1,480.0,540.0,1.0,2171.28125,251.28125,8,1.0,7,0.8638392857142857,0.16188807468275665,0.196299589010862,0.16188807468275665,0.00013949441477475232,1.3855135354633973e-06,100.68065825722675
subject_21,window10,10,60,1,stress,Task1,540.0,600.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window11,11,60,1,stress,Task1,600.0,660.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window12,12,60,1,stress,Task1,660.0,720.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window13,13,60,1,stress,Task1,720.0,780.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window14,14,60,0,normal,Rest2,780.0,840.0,1.0,2171.28125,251.28125,11,1.0,11,0.7684659090909091,0.04460317746621472,0.0554632479665589,0.04460317746621472,0.0,0.0003833398880147951,0.0
subject_21,window15,15,60,0,normal,Rest2,840.0,900.0,1.0,2171.28125,251.28125,21,1.0,21,0.7738095238095238,0.04836881834269347,0.07185801429729324,0.04836881834269347,0.0007053657799512447,0.0003068656776112342,2.298614121468701
subject_21,window16,16,60,1,stress,Task2,900.0,960.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window17,17,60,1,stress,Task2,960.0,1020.0,1.0,2171.28125,251.28125,2,1.0,2,1.09375,0.03125,0.0625,0.03125,,,
subject_21,window18,18,60,1,stress,Task2,1020.0,1080.0,1.0,2171.28125,251.28125,2,1.0,2,0.6953125,0.0078125,0.015625,0.0078125,,,
subject_21,window19,19,60,1,stress,Task2,1080.0,1140.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window20,20,60,1,stress,Task2,1140.0,1200.0,1.0,2171.28125,251.28125,0,,0,,,,,,,
subject_21,window21,21,60,0,normal,Rest3,1200.0,1260.0,1.0,2171.28125,251.28125,7,1.0,7,0.703125,0.02209708691207961,0.034938562148434216,0.02209708691207961,,0.0,
subject_21,window22,22,60,0,normal,Rest3,1260.0,1320.0,1.0,2171.28125,251.28125,36,1.0,36,0.7434895833333334,0.055042868197521494,0.05242447799317741,0.055042868197521494,0.00035984966205486333,0.00020317436438482776,1.7711371370321138
subject_21,window23,23,60,1,stress,Task3,1320.0,1380.0,1.0,2171.28125,251.28125,10,1.0,10,0.740625,0.0659959752560715,0.10259226876870943,0.0659959752560715,0.0001861926536275651,0.0001572089562403885,1.184364161434019
subject_21,window24,24,60,1,stress,Task3,1380.0,1440.0,1.0,2171.28125,251.28125,2,1.0,2,0.703125,0.046875,0.09375,0.046875,,,
subject_21,window25,25,60,1,stress,Task3,1440.0,1500.0,1.0,2171.28125,251.28125,23,1.0,23,0.7540760869565217,0.030290077186967326,0.0417405831105543,0.030290077186967326,0.00011996583980631624,0.00041886471724593964,0.28640712589758993
subject_21,window26,26,60,0,normal,Rest4,1500.0,1560.0,1.0,2171.28125,251.28125,66,1.0,66,0.7279829545454546,0.05439772203046737,0.03202172114362375,0.05439772203046737,0.000852918514775601,0.0002716790805285749,3.139433897951123
subject_21,window27,27,60,0,normal,Rest4,1560.0,1620.0,1.0,2171.28125,251.28125,44,1.0,44,0.75,0.043942353120051195,0.031611283678679575,0.043942353120051195,0.000228190581114963,0.00012444159935783217,1.8337162355073913
subject_21,window28,28,60,1,stress,Task4,1620.0,1680.0,1.0,2171.28125,251.28125,22,1.0,22,0.7599431818181818,0.046290257775000926,0.08296047538551402,0.046290257775000926,0.00015764494329149155,3.557094239825068e-05,4.431846126720676
subject_21,window29,29,60,1,stress,Task4,1680.0,1740.0,1.0,2171.28125,251.28125,8,1.0,8,0.572265625,0.02916637602161734,0.02832271772421768,0.02916637602161734,4.1524535922963563e-05,3.523852454740734e-07,117.83846360280914
subject_21,window30,30,60,1,stress,Task4,1740.0,1800.0,1.0,2171.28125,251.28125,14,1.0,14,0.5680803571428571,0.026808955690768563,0.042680963712895925,0.026808955690768563,0.0002625907254254328,2.6796786703234982e-05,9.79933632840135
subject_21,window31,31,60,1,stress,Task4,1800.0,1860.0,1.0,2171.28125,251.28125,33,1.0,33,0.5790719696969697,0.04265044706397176,0.03935437828048806,0.04265044706397176,4.657061035245323e-05,2.0070020036173088e-05,2.320406769326436
subject_21,window32,32,60,0,normal,Rest5,1871.28125,1931.28125,1.0,2171.28125,251.28125,33,1.0,32,0.67236328125,0.05680664985844217,0.08099564716002317,0.05680664985844217,8.705130522090898e-05,5.794535683142941e-05,1.5022999249819542
subject_21,window33,33,60,0,normal,Rest5,1931.28125,1991.28125,1.0,2171.28125,251.28125,30,1.0,30,0.6791666666666667,0.03713654889578309,0.04082757847084619,0.03713654889578309,0.00036995905529429063,9.141440603761112e-05,4.047054193428511
subject_21,window34,34,60,1,stress,Task5,1991.28125,2051.28125,1.0,2171.28125,251.28125,10,1.0,10,0.64375,0.0375,0.03454817489953542,0.0375,0.00022516952635707652,9.924891965306166e-06,22.687352884463404
subject_21,window35,35,60,0,normal,Rest6,2051.28125,2111.28125,1.0,2171.28125,251.28125,19,1.0,19,0.7516447368421053,0.03320169282596439,0.035706534377088775,0.03320169282596439,0.00025753411104082933,7.380176028680542e-05,3.489538867907902
subject_21,window36,36,60,0,normal,Rest6,2111.28125,2171.28125,1.0,2171.28125,251.28125,12,1.0,12,0.6940104166666666,0.055777213517197645,0.08146278953942994,0.055777213517197645,2.4090738335228685e-05,1.7650946720651908e-05,1.3648411451518412
subject_22,window1,1,60,0,normal,Rest1,0.0,60.0,1.0,2093.765625,173.765625,51,1.0,51,0.6694240196078431,0.041556135834668495,0.03865411524016557,0.041556135834668495,0.0011884319643532535,0.0004513351440470989,2.6331474072607013
subject_22,window2,2,60,0,normal,Rest1,60.0,120.0,1.0,2093.765625,173.765625,87,1.0,87,0.6876795977011494,0.05056113895042904,0.0412367292782753,0.05056113895042904,0.0008848058171236804,0.0004222591236946301,2.0954095896896603
subject_22,window3,3,60,0,normal,Rest1,120.0,180.0,1.0,2093.765625,173.765625,82,1.0,82,0.6665396341463414,0.047015763760033955,0.048734961276452084,0.047015763760033955,0.0005528193824762415,0.00025084053985859533,2.203867775072876
subject_22,window4,4,60,1,stress,Task1,180.0,240.0,1.0,2093.765625,173.765625,4,1.0,4,0.7578125,0.03221176270013797,0.05776321097088238,0.03221176270013797,0.0,2.0472037625217842e-05,0.0
subject_22,window5,5,60,1,stress,Task1,240.0,300.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window6,6,60,1,stress,Task1,300.0,360.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window7,7,60,1,stress,Task1,360.0,420.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window8,8,60,1,stress,Task1,420.0,480.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window9,9,60,1,stress,Task1,480.0,540.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window10,10,60,1,stress,Task1,540.0,600.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window11,11,60,1,stress,Task1,600.0,660.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window12,12,60,1,stress,Task1,660.0,720.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window13,13,60,1,stress,Task1,720.0,780.0,1.0,2093.765625,173.765625,57,1.0,57,0.7042214912280702,0.04320022372388577,0.045169880234035856,0.04320022372388577,0.00034150152485684735,0.0002610404727569971,1.3082320961575622
subject_22,window14,14,60,0,normal,Rest2,780.0,840.0,1.0,2093.765625,173.765625,75,1.0,75,0.6995833333333333,0.046321266414274795,0.04061525350859659,0.046321266414274795,0.0016362316392086644,0.00016019575942803317,10.213951012503113
subject_22,window15,15,60,0,normal,Rest2,840.0,900.0,1.0,2093.765625,173.765625,78,1.0,78,0.6973157051282052,0.05836206729702334,0.04937849321853055,0.05836206729702334,0.0009315505378412412,0.0011339663130326763,0.821497541095295
subject_22,window16,16,60,1,stress,Task2,900.0,960.0,1.0,2093.765625,173.765625,23,1.0,23,0.7092391304347826,0.06363426101818748,0.050300940936436854,0.06363426101818748,0.0017464699223161096,0.0008796270085020101,1.9854664595739486
subject_22,window17,17,60,1,stress,Task2,960.0,1020.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window18,18,60,1,stress,Task2,1020.0,1080.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window19,19,60,1,stress,Task2,1080.0,1140.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window20,20,60,1,stress,Task2,1140.0,1200.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window21,21,60,0,normal,Rest3,1200.0,1260.0,1.0,2093.765625,173.765625,62,1.0,62,0.7313508064516129,0.04479936702276002,0.04016128791673827,0.04479936702276002,0.0006645635301512783,0.00036449168725519133,1.8232611425401257
subject_22,window22,22,60,0,normal,Rest3,1260.0,1320.0,1.0,2093.765625,173.765625,45,1.0,45,0.7260416666666667,0.07191273164205503,0.043370410911284164,0.07191273164205503,0.0016621766235596787,0.0002844224242406999,5.844042107428978
subject_22,window23,23,60,1,stress,Task3,1320.0,1380.0,1.0,2093.765625,173.765625,15,1.0,15,0.728125,0.04834500577446789,0.049233805803823166,0.04834500577446789,0.0,0.0006758734964545845,0.0
subject_22,window24,24,60,1,stress,Task3,1380.0,1440.0,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window25,25,60,1,stress,Task3,1440.0,1500.0,1.0,2093.765625,173.765625,47,1.0,47,0.7177526595744681,0.05876508684377527,0.04297646916830084,0.05876508684377527,0.0007196943440541583,0.00037757885276263893,1.906076939395191
subject_22,window26,26,60,0,normal,Rest4,1500.0,1560.0,1.0,2093.765625,173.765625,82,1.0,82,0.7301829268292683,0.049050676084642295,0.04443223573635322,0.049050676084642295,0.0016837604135880998,0.0006206584175280991,2.7128616418255067
subject_22,window27,27,60,0,normal,Rest4,1560.0,1620.0,1.0,2093.765625,173.765625,75,1.0,75,0.7152083333333333,0.06200708404869738,0.0427908248050911,0.06200708404869738,0.0012911555966937903,0.0006034398581935371,2.1396591212237874
subject_22,window28,28,60,1,stress,Task4,1620.0,1680.0,1.0,2093.765625,173.765625,52,1.0,52,0.7091346153846154,0.051563760743059225,0.04941058844013093,0.051563760743059225,0.0007254216939431555,0.0003522035886989263,2.0596658217564805
subject_22,window29,29,60,1,stress,Task4,1680.0,1740.0,1.0,2093.765625,173.765625,47,1.0,47,0.6761968085106383,0.054385290324169305,0.03750283050911827,0.054385290324169305,0.00032774126336344855,5.020939611814219e-05,6.527488651571844
subject_22,window30,30,60,0,normal,Rest5,1793.765625,1853.765625,1.0,2093.765625,173.765625,56,1.0,56,0.75390625,0.07186104775295019,0.05606028613749828,0.07186104775295019,0.0008287291847428352,0.00019749862667313076,4.196126315928363
subject_22,window31,31,60,0,normal,Rest5,1853.765625,1913.765625,1.0,2093.765625,173.765625,39,1.0,39,0.7315705128205128,0.05769508985456872,0.04999228970156561,0.05769508985456872,0.0003818841286222194,0.000204954085368921,1.8632667308622863
subject_22,window32,32,60,1,stress,Task5,1913.765625,1973.765625,1.0,2093.765625,173.765625,23,1.0,23,0.7092391304347826,0.0662494761366027,0.06654189021518017,0.0662494761366027,0.0017129062456543952,0.00040949413984944484,4.182981095368458
subject_22,window33,33,60,0,normal,Rest6,1973.765625,2033.765625,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_22,window34,34,60,0,normal,Rest6,2033.765625,2093.765625,1.0,2093.765625,173.765625,0,,0,,,,,,,
subject_24,window1,1,60,0,normal,Rest1,0.0,60.0,1.0,2083.796875,163.796875,54,1.0,54,0.6759259259259259,0.058167639271350186,0.05584398805922165,0.058167639271350186,0.0004676419380738237,0.0005318705067758675,0.8792402137667129
subject_24,window2,2,60,0,normal,Rest1,60.0,120.0,1.0,2083.796875,163.796875,64,1.0,64,0.701171875,0.05953027599268817,0.05599174622068211,0.05953027599268817,0.001051096942068072,0.0013452066927360624,0.7813646391620381
subject_24,window3,3,60,0,normal,Rest1,120.0,180.0,1.0,2083.796875,163.796875,80,1.0,80,0.6826171875,0.0573351146214285,0.055535636152936906,0.0573351146214285,0.0005035481684662342,0.0005946861632563354,0.8467460646956119
subject_24,window4,4,60,1,stress,Task1,180.0,240.0,1.0,2083.796875,163.796875,19,1.0,19,0.6570723684210527,0.07544305882355075,0.04480377743251368,0.07544305882355075,0.0,0.0019589616706051608,0.0
subject_24,window5,5,60,1,stress,Task1,240.0,300.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window6,6,60,1,stress,Task1,300.0,360.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window7,7,60,1,stress,Task1,360.0,420.0,1.0,2083.796875,163.796875,8,1.0,8,0.625,0.05579240959799102,0.04419417382415922,0.05579240959799102,,0.0,
subject_24,window8,8,60,1,stress,Task1,420.0,480.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window9,9,60,1,stress,Task1,480.0,540.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window10,10,60,1,stress,Task1,540.0,600.0,1.0,2083.796875,163.796875,8,1.0,6,0.5989583333333334,0.051559869461519095,0.0739509972887452,0.051559869461519095,1.3722948034295913e-06,3.205305981910009e-09,428.132231735285
subject_24,window11,11,60,1,stress,Task1,600.0,660.0,1.0,2083.796875,163.796875,12,1.0,12,0.65234375,0.04285021529141753,0.06442352540027595,0.04285021529141753,0.00042370727499690296,4.224110773986115e-05,10.030685691442422
subject_24,window12,12,60,1,stress,Task1,660.0,720.0,1.0,2083.796875,163.796875,7,1.0,7,0.6875,0.03125,0.028527216536727403,0.03125,,0.0,
subject_24,window13,13,60,1,stress,Task1,720.0,780.0,1.0,2083.796875,163.796875,31,1.0,31,0.7101814516129032,0.05666273166720428,0.04626337081500511,0.05666273166720428,0.00015752149726968245,0.0003011759075919796,0.5230215740997647
subject_24,window14,14,60,0,normal,Rest2,780.0,840.0,1.0,2083.796875,163.796875,17,1.0,16,0.701171875,0.056302872286717084,0.0524466494798921,0.056302872286717084,0.0013391899513189398,1.66888020898485e-05,80.24482189369033
subject_24,window15,15,60,0,normal,Rest2,840.0,900.0,1.0,2083.796875,163.796875,76,1.0,76,0.7393092105263158,0.06199479854588731,0.045033263169202684,0.06199479854588731,0.001740563569585118,0.0007569239418297221,2.299522413543468
subject_24,window16,16,60,1,stress,Task2,900.0,960.0,1.0,2083.796875,163.796875,23,1.0,22,0.6420454545454546,0.03910767016459149,0.03030567240240521,0.03910767016459149,0.000284203018129512,0.0002694754339581939,1.0546527895140265
subject_24,window17,17,60,1,stress,Task2,960.0,1020.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window18,18,60,1,stress,Task2,1020.0,1080.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window19,19,60,1,stress,Task2,1080.0,1140.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window20,20,60,1,stress,Task2,1140.0,1200.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window21,21,60,0,normal,Rest3,1200.0,1260.0,1.0,2083.796875,163.796875,40,1.0,37,0.6085304054054054,0.06270510538267089,0.04009063624567878,0.06270510538267089,0.00325045029181843,0.0004027003405376185,8.071635319401443
subject_24,window22,22,60,0,normal,Rest3,1260.0,1320.0,1.0,2083.796875,163.796875,88,1.0,82,0.6497713414634146,0.07155912244366747,0.0422057145178584,0.07155912244366747,0.0019019841268078164,0.0010997764788845913,1.7294279004192155
subject_24,window23,23,60,1,stress,Task3,1320.0,1380.0,1.0,2083.796875,163.796875,15,1.0,15,0.6770833333333334,0.10775083784154792,0.0599362570629355,0.10775083784154792,0.003641517963230432,0.0010759303460595882,3.3845294693721315
subject_24,window24,24,60,1,stress,Task3,1380.0,1440.0,1.0,2083.796875,163.796875,0,,0,,,,,,,
subject_24,window25,25,60,1,stress,Task3,1440.0,1500.0,1.0,2083.796875,163.796875,9,1.0,9,0.6527777777777778,0.035916945947182644,0.038273277230987154,0.035916945947182644,0.0002441267533363563,3.6467016657844905e-05,6.6944536655383065
subject_24,window26,26,60,0,normal,Rest4,1500.0,1560.0,1.0,2083.796875,163.796875,25,1.0,23,0.6229619565217391,0.06422622037933963,0.050411129329020914,0.06422622037933963,0.00029887157639940854,1.9624546109001642e-05,15.229477142521949
subject_24,window27,27,60,0,normal,Rest4,1560.0,1620.0,1.0,2083.796875,163.796875,51,1.0,49,0.6619897959183674,0.06604230456923421,0.05298695299316616,0.06604230456923421,0.0021909096918183296,0.00033972820071163055,6.449007433674976
subject_24,window28,28,60,1,stress,Task4,1620.0,1680.0,1.0,2083.796875,163.796875,31,1.0,31,0.5539314516129032,0.06197342561590604,0.048328169623591856,0.06197342561590604,0.00019475989478700555,1.6600927866588742e-05,11.73186802280986
subject_24,window29,29,60,1,stress,Task4,1680.0,1740.0,1.0,2083.796875,163.796875,37,1.0,34,0.5896139705882353,0.05612076958744748,0.05865290574449596,0.05612076958744748,0.0010742782740345133,0.0005483480319048483,1.9591175887012697
subject_24,window30,30,60,0,normal,Rest5,1783.796875,1843.796875,1.0,2083.796875,163.796875,56,1.0,56,0.6919642857142857,0.06099715813365942,0.043942353120051195,0.06099715813365942,0.0006046044951091345,0.0004358819867270483,1.3870830030141648
subject_24,window31,31,60,0,normal,Rest5,1843.796875,1903.796875,1.0,2083.796875,163.796875,63,1.0,63,0.6617063492063492,0.05807491723003038,0.04251385862754904,0.05807491723003038,0.00025201438000557974,0.0002991435767890852,0.8424529208035294
subject_24,window32,32,60,1,stress,Task5,1903.796875,1963.796875,1.0,2083.796875,163.796875,10,1.0,9,0.6215277777777778,0.06152793453704635,0.06536406457297465,0.06152793453704635,0.0001363287436301166,2.6804240775660194e-06,50.86088607065155
subject_24,window33,33,60,0,normal,Rest6,1963.796875,2023.796875,1.0,2083.796875,163.796875,14,1.0,14,0.6629464285714286,0.06752001545649185,0.05616981464205732,0.06752001545649185,0.0011275966236947445,4.9466910601298884e-05,22.794967585162606
subject_24,window34,34,60,0,normal,Rest6,2023.796875,2083.796875,1.0,2083.796875,163.796875,30,1.0,29,0.6610991379310345,0.0929476666071027,0.05679915468749765,0.0929476666071027,0.005838750805480228,0.0003370281839207577,17.324221189919946
subject_25,window1,1,60,0,normal,Rest1,0.0,60.0,1.0,2500.59375,580.59375,49,1.0,49,0.9502551020408163,0.03380402855309052,0.027529133478992152,0.03380402855309052,9.165257869800274e-05,0.00010512763546953074,0.8718219361508088
subject_25,window2,2,60,0,normal,Rest1,60.0,120.0,1.0,2500.59375,580.59375,67,1.0,67,0.8887593283582089,0.05717282940619688,0.03375385780420761,0.05717282940619688,0.0015552843648253382,0.00032549836881343175,4.778163314596491
subject_25,window3,3,60,0,normal,Rest1,120.0,180.0,1.0,2500.59375,580.59375,56,1.0,56,0.8680245535714286,0.07972248678606476,0.042400032831248005,0.07972248678606476,0.001169462698306721,0.00015042161366552495,7.774565568131181
subject_25,window4,4,60,1,stress,Task1,180.0,240.0,1.0,2500.59375,580.59375,11,1.0,11,0.8267045454545454,0.03853596581321175,0.030055287596361478,0.03853596581321175,0.0,0.00012190042989271277,0.0
subject_25,window5,5,60,1,stress,Task1,240.0,300.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_25,window6,6,60,1,stress,Task1,300.0,360.0,1.0,2500.59375,580.59375,1,,0,,,,,,,
subject_25,window7,7,60,1,stress,Task1,360.0,420.0,1.0,2500.59375,580.59375,7,1.0,5,0.815625,0.09999999999999999,0.19733329594242327,0.09999999999999999,0.0006589823930446715,2.5388009334352835e-05,25.956442049711793
subject_25,window8,8,60,1,stress,Task1,420.0,480.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_25,window9,9,60,1,stress,Task1,480.0,540.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_25,window10,10,60,1,stress,Task1,540.0,600.0,1.0,2500.59375,580.59375,6,1.0,6,0.8333333333333334,0.06293253111247174,0.0625,0.06293253111247174,5.6928848492630236e-05,1.703051693939893e-05,3.3427551668105426
subject_25,window11,11,60,1,stress,Task1,600.0,660.0,1.0,2500.59375,580.59375,2,1.0,2,0.734375,0.046875,0.09375,0.046875,,,
subject_25,window12,12,60,1,stress,Task1,660.0,720.0,1.0,2500.59375,580.59375,10,1.0,10,0.771875,0.017399263633843816,0.026041666666666668,0.017399263633843816,0.0,2.289864786369389e-05,0.0
subject_25,window13,13,60,1,stress,Task1,720.0,780.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_25,window14,14,60,0,normal,Rest2,780.0,840.0,1.0,2500.59375,580.59375,14,1.0,14,0.8549107142857143,0.06614076959834399,0.06727549023632948,0.06614076959834399,0.0005867117971692267,3.464777368915014e-05,16.93360740672795
subject_25,window15,15,60,0,normal,Rest2,840.0,900.0,1.0,2500.59375,580.59375,41,1.0,41,0.8277439024390244,0.08184641304708111,0.09436646277611024,0.08184641304708111,0.000723276579121454,0.00034172800743256267,2.1165270723798866
subject_25,window16,16,60,1,stress,Task2,900.0,960.0,1.0,2500.59375,580.59375,8,1.0,8,0.89453125,0.023109686652732876,0.025742327220247312,0.023109686652732876,,5.464172317407749e-05,
subject_25,window17,17,60,1,stress,Task2,960.0,1020.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_25,window18,18,60,1,stress,Task2,1020.0,1080.0,1.0,2500.59375,580.59375,4,1.0,4,0.9296875,0.13997244427475716,0.20292458061227245,0.13997244427475716,,0.0,
subject_25,window19,19,60,1,stress,Task2,1080.0,1140.0,1.0,2500.59375,580.59375,4,1.0,4,0.84375,0.10126157341262282,0.1275775907699572,0.10126157341262282,5.291391215101787e-06,3.664111933891615e-08,144.41128738886138
subject_25,window20,20,60,1,stress,Task2,1140.0,1200.0,1.0,2500.59375,580.59375,0,,0,,,,,,,
subject_25,window21,21,60,0,normal,Rest3,1200.0,1260.0,1.0,2500.59375,580.59375,21,1.0,21,0.8325892857142857,0.06578828487558214,0.07013867402332324,0.06578828487558214,0.0025896542572778508,0.0003161381100685767,8.191528242881262
subject_25,window22,22,60,0,normal,Rest3,1260.0,1320.0,1.0,2500.59375,580.59375,46,1.0,46,0.8559782608695652,0.05282775734297709,0.055021302692684404,0.05282775734297709,0.001734635324105131,0.0002249820257977195,7.710106253842408
subject_25,window23,23,60,1,stress,Task3,1320.0,1380.0,1.0,2500.59375,580.59375,37,1.0,37,0.8179898648648649,0.041771158847561614,0.03719493973199401,0.041771158847561614,0.0012342884344495719,0.00041348596405699786,2.9850794023069396
subject_25,window24,24,60,1,stress,Task3,1380.0,1440.0,1.0,2500.59375,580.59375,4,1.0,4,0.703125,0.019136638615493577,0.029919597117385566,0.019136638615493577,,,
subject_25,window25,25,60,1,stress,Task3,1440.0,1500.0,1.0,2500.59375,580.59375,5,1.0,5,0.66875,0.026882266459508208,0.028168369339562415,0.026882266459508208,0.0,0.0,
subject_25,window26,26,60,0,normal,Rest4,1500.0,1560.0,1.0,2500.59375,580.59375,41,1.0,41,0.823170731707317,0.07307937004581985,0.07386841658483008,0.07307937004581985,0.0007449993708926977,8.967377192406874e-05,8.307884846457958
subject_25,window27,27,60,0,normal,Rest4,1560.0,1620.0,1.0,2500.59375,580.59375,43,1.0,43,0.8477470930232558,0.06085153664368981,0.0459987545121242,0.06085153664368981,0.0006761182050163174,4.5936939048099e-05,14.718399158210717
subject_25,window28,28,60,1,stress,Task4,1620.0,1680.0,1.0,2500.59375,580.59375,47,1.0,47,0.8371010638297872,0.045781196768888324,0.02686646730065922,0.045781196768888324,0.00013360858944962115,3.179066093636633e-05,4.202762242567348
subject_25,window29,29,60,1,stress,Task4,1680.0,1740.0,1.0,2500.59375,580.59375,76,1.0,76,0.7913240131578947,0.06564379172563271,0.03252603124165832,0.06564379172563271,0.0006505170104215592,0.00018089337651394812,3.596135043514984
subject_25,window30,30,60,1,stress,Task4,1740.0,1800.0,1.0,2500.59375,580.59375,71,1.0,71,0.8446302816901409,0.04251974705189661,0.030228851816482497,0.04251974705189661,0.0008561106917584397,0.00041313749123442705,2.072217385065777
subject_25,window31,31,60,1,stress,Task4,1800.0,1860.0,1.0,2500.59375,580.59375,67,1.0,67,0.7917444029850746,0.0697407861593285,0.0412502869595161,0.0697407861593285,0.0018280069339712468,0.00032987058536844784,5.541588171402008
subject_25,window32,32,60,1,stress,Task4,1860.0,1920.0,1.0,2500.59375,580.59375,77,1.0,77,0.7542613636363636,0.04768884700833783,0.037252472542454354,0.04768884700833783,0.0008728209929534331,0.00022069214626359884,3.9549254820827167
subject_25,window33,33,60,1,stress,Task4,1920.0,1980.0,1.0,2500.59375,580.59375,48,1.0,48,0.7701822916666666,0.06410364003378902,0.045866817636570155,0.06410364003378902,0.0022365916833665214,0.000250763860533293,8.91911489402827
subject_25,window34,34,60,1,stress,Task4,1980.0,2040.0,1.0,2500.59375,580.59375,55,1.0,55,0.7440340909090909,0.0658539640146763,0.03803628871563654,0.0658539640146763,0.0005971387152675826,0.00043713543742130307,1.3660267828894213
subject_25,window35,35,60,1,stress,Task4,2040.0,2100.0,1.0,2500.59375,580.59375,79,1.0,79,0.7630537974683544,0.05958544379428178,0.03333395932905784,0.05958544379428178,0.0020888182428395186,0.0003182623528664631,6.563196130570767
subject_25,window36,36,60,1,stress,Task4,2100.0,2160.0,1.0,2500.59375,580.59375,78,1.0,78,0.7698317307692307,0.060239212736979755,0.034847694472732844,0.060239212736979755,0.0009630224699842908,0.0005188955045942771,1.8559082926287351
subject_25,window37,37,60,0,normal,Rest5,2200.59375,2260.59375,1.0,2500.59375,580.59375,51,1.0,51,0.8118872549019608,0.06599893351272713,0.04749588797990832,0.06599893351272713,0.0035848038027723713,0.0004643440748461904,7.7201454631671655
